id,file_name,duration,language
7616,azz_noticiero-27-04-2022_611400.0-618390.0,6 s,azz
7617,azz_noticiero-27-04-2022_618390.0-623420.0,5 s,azz
7618,azz_noticiero-27-04-2022_623420.0-628360.0,4 s,azz
7619,azz_noticiero-27-04-2022_628360.0-633340.0,4 s,azz
7620,azz_noticiero-27-04-2022_633340.0-637460.0,4 s,azz
7621,azz_noticiero-27-04-2022_637460.0-640410.0,2 s,azz
7622,azz_noticiero-27-04-2022_640410.0-644420.0,4 s,azz
7623,azz_noticiero-27-04-2022_64370.00000000001-65540.0,1 s,azz
7624,azz_noticiero-27-04-2022_65540.0-67000.0,1 s,azz
7625,azz_noticiero-27-04-2022_67000.0-67930.0,0 s,azz
7626,azz_noticiero-27-04-2022_67930.0-73070.0,5 s,azz
7627,azz_noticiero-27-04-2022_73070.0-75510.0,2 s,azz
7628,azz_noticiero-27-04-2022_75510.0-76850.0,1 s,azz
7629,azz_noticiero-27-04-2022_76850.0-77790.0,0 s,azz
7630,azz_noticiero-27-04-2022_768570.0-779530.0,10 s,azz
7631,azz_noticiero-27-04-2022_77790.0-81400.0,3 s,azz
7632,azz_noticiero-27-04-2022_779530.0-781350.0,1 s,azz
7633,azz_noticiero-27-04-2022_781350.0-783490.0,2 s,azz
7634,azz_noticiero-27-04-2022_783490.0-784930.0,1 s,azz
7635,azz_noticiero-27-04-2022_784930.0-786150.0,1 s,azz
7636,azz_noticiero-27-04-2022_786150.0-787270.0,1 s,azz
7637,azz_noticiero-27-04-2022_787270.0-789020.0,1 s,azz
7638,azz_noticiero-27-04-2022_789020.0-789690.0,0 s,azz
7639,azz_noticiero-27-04-2022_790200.0-793500.0,3 s,azz
7640,azz_noticiero-27-04-2022_793500.0-795550.0,2 s,azz
7641,azz_noticiero-27-04-2022_795550.0-796640.0,1 s,azz
7642,azz_noticiero-27-04-2022_796640.0-799250.0,2 s,azz
7643,azz_noticiero-27-04-2022_799250.0-802500.0,3 s,azz
7644,azz_noticiero-27-04-2022_802500.0-803670.0,1 s,azz
7645,azz_noticiero-27-04-2022_803670.0-805960.0,2 s,azz
7646,azz_noticiero-27-04-2022_805960.0-807340.0,1 s,azz
7647,azz_noticiero-27-04-2022_807340.0-808420.0,1 s,azz
7648,azz_noticiero-27-04-2022_808420.0-810570.0,2 s,azz
7649,azz_noticiero-27-04-2022_810570.0-812480.0,1 s,azz
7650,azz_noticiero-27-04-2022_814910.0-816460.0,1 s,azz
7651,azz_noticiero-27-04-2022_816460.0-819040.0,2 s,azz
7652,azz_noticiero-27-04-2022_819040.0-820440.0,1 s,azz
7653,azz_noticiero-27-04-2022_820440.0-821480.0,1 s,azz
7654,azz_noticiero-27-04-2022_821480.0-823440.0,1 s,azz
7655,azz_noticiero-27-04-2022_823440.0-824830.0,1 s,azz
7656,azz_noticiero-27-04-2022_824830.0-827440.0,2 s,azz
7657,azz_noticiero-27-04-2022_827440.0-829130.0,1 s,azz
7658,azz_noticiero-27-04-2022_829130.0-831750.0,2 s,azz
7659,azz_noticiero-27-04-2022_831750.0-834010.0,2 s,azz
7660,azz_noticiero-27-04-2022_834010.0-835550.0,1 s,azz
7661,azz_noticiero-27-04-2022_835550.0-837470.0,1 s,azz
7662,azz_noticiero-27-04-2022_837470.0-838890.0,1 s,azz
7663,azz_noticiero-27-04-2022_838890.0-841410.0,2 s,azz
7664,azz_noticiero-27-04-2022_841410.0-843550.0,2 s,azz
7665,azz_noticiero-27-04-2022_843550.0-845090.0,1 s,azz
7666,azz_noticiero-27-04-2022_845090.0-848000.0,2 s,azz
7667,azz_noticiero-27-04-2022_848000.0-850390.0,2 s,azz
7668,azz_noticiero-27-04-2022_850390.0-852190.0,1 s,azz
7669,azz_noticiero-27-04-2022_852190.0-854640.0,2 s,azz
7670,azz_noticiero-27-04-2022_854640.0-855790.0,1 s,azz
7671,azz_noticiero-27-04-2022_855790.0-857660.0,1 s,azz
7672,azz_noticiero-27-04-2022_857660.0-859050.0,1 s,azz
7673,azz_noticiero-27-04-2022_859050.0-860600.0,1 s,azz
7674,azz_noticiero-27-04-2022_860600.0-861870.0,1 s,azz
7675,azz_noticiero-27-04-2022_861870.0-864750.0,2 s,azz
7676,azz_noticiero-27-04-2022_864750.0-866370.0,1 s,azz
7677,azz_noticiero-27-04-2022_866370.0-867800.0,1 s,azz
7678,azz_noticiero-27-04-2022_867800.0-869030.0,1 s,azz
7679,azz_noticiero-27-04-2022_869030.0-872110.0,3 s,azz
7680,azz_noticiero-27-04-2022_872110.0-874100.0,1 s,azz
7681,azz_noticiero-27-04-2022_874100.0-875200.0,1 s,azz
7682,azz_noticiero-27-04-2022_875200.0-875800.0,0 s,azz
7683,azz_noticiero-27-04-2022_875800.0-877240.0,1 s,azz
7684,azz_noticiero-27-04-2022_877240.0-878440.0,1 s,azz
7685,azz_noticiero-27-04-2022_878440.0-880380.0,1 s,azz
7686,azz_noticiero-27-04-2022_886200.0-890060.0,3 s,azz
7687,azz_noticiero-27-04-2022_890060.0-891450.0,1 s,azz
7688,azz_noticiero-27-04-2022_891450.0-893860.0,2 s,azz
7689,azz_noticiero-27-04-2022_893860.0-895250.0,1 s,azz
7690,azz_noticiero-27-04-2022_895250.0-896840.0,1 s,azz
7691,azz_noticiero-27-04-2022_897400.0-898700.0,1 s,azz
7692,azz_noticiero-27-04-2022_898700.0-900000.0,1 s,azz
7693,azz_noticiero-27-04-2022_900000.0-901490.0,1 s,azz
7694,azz_noticiero-27-04-2022_901490.0-903820.0,2 s,azz
7695,azz_noticiero-27-04-2022_903820.0-905330.0,1 s,azz
7696,azz_noticiero-27-04-2022_907970.0-909010.0,1 s,azz
7697,azz_noticiero-27-04-2022_909010.0-910520.0,1 s,azz
7698,azz_noticiero-27-04-2022_935030.0-936440.0,1 s,azz
7699,azz_noticiero-27-04-2022_936440.0-938210.0,1 s,azz
7700,azz_noticiero-27-04-2022_938210.0-941650.0,3 s,azz
7701,azz_noticiero-27-04-2022_941650.0-944360.0,2 s,azz
7702,azz_noticiero-27-04-2022_944360.0-945790.0,1 s,azz
7703,azz_noticiero-27-04-2022_945790.0-947230.0,1 s,azz
7704,azz_noticiero-27-04-2022_947230.0-948430.0,1 s,azz
7705,azz_noticiero-27-04-2022_948430.0-950740.0,2 s,azz
7706,azz_noticiero-27-04-2022_950740.0-953460.0,2 s,azz
7707,azz_noticiero-27-04-2022_953460.0-954550.0,1 s,azz
7708,azz_noticiero-27-04-2022_954550.0-956280.0,1 s,azz
7709,azz_noticiero-27-04-2022_956280.0-958620.0,2 s,azz
7710,azz_noticiero-27-04-2022_958620.0-960440.0,1 s,azz
7711,azz_noticiero-27-04-2022_98340.0-100960.0,2 s,azz
7712,azz_noticiero-27-06-2022_103160.0-108130.0,4 s,azz
7713,azz_noticiero-27-06-2022_108130.0-109290.0,1 s,azz
7714,azz_noticiero-27-06-2022_109290.0-111680.0,2 s,azz
7715,azz_noticiero-27-06-2022_111680.0-116820.0,5 s,azz
7716,azz_noticiero-27-06-2022_116820.0-121550.0,4 s,azz
7717,azz_noticiero-27-06-2022_121550.0-125160.0,3 s,azz
7718,azz_noticiero-27-06-2022_1232340.0-1234850.0,2 s,azz
7719,azz_noticiero-27-06-2022_1234850.0-1236490.0,1 s,azz
7720,azz_noticiero-27-06-2022_1236490.0-1238390.0,1 s,azz
7721,azz_noticiero-27-06-2022_1238920.0-1240070.0,1 s,azz
7722,azz_noticiero-27-06-2022_1240070.0-1241420.0,1 s,azz
7723,azz_noticiero-27-06-2022_1241420.0-1242080.0,0 s,azz
7724,azz_noticiero-27-06-2022_1243670.0-1244650.0,0 s,azz
7725,azz_noticiero-27-06-2022_1249330.0-1250600.0,1 s,azz
7726,azz_noticiero-27-06-2022_1250600.0-1252470.0,1 s,azz
7727,azz_noticiero-27-06-2022_1252470.0-1254580.0,2 s,azz
7728,azz_noticiero-27-06-2022_1254580.0-1256210.0,1 s,azz
7729,azz_noticiero-27-06-2022_1256210.0-1258270.0,2 s,azz
7730,azz_noticiero-27-06-2022_1258270.0-1260650.0,2 s,azz
7731,azz_noticiero-27-06-2022_1260650.0-1261830.0,1 s,azz
7732,azz_noticiero-27-06-2022_1261830.0-1263300.0,1 s,azz
7733,azz_noticiero-27-06-2022_1263300.0-1264500.0,1 s,azz
7734,azz_noticiero-27-06-2022_1265040.0-1266590.0,1 s,azz
7735,azz_noticiero-27-06-2022_1266590.0-1269300.0,2 s,azz
7736,azz_noticiero-27-06-2022_1271460.0-1274050.0,2 s,azz
7737,azz_noticiero-27-06-2022_1277600.0-1278770.0,1 s,azz
7738,azz_noticiero-27-06-2022_1278770.0-1279930.0,1 s,azz
7739,azz_noticiero-27-06-2022_1281210.0-1282350.0,1 s,azz
7740,azz_noticiero-27-06-2022_1282350.0-1284790.0,2 s,azz
7741,azz_noticiero-27-06-2022_1284790.0-1286610.0,1 s,azz
7742,azz_noticiero-27-06-2022_1287270.0-1288690.0,1 s,azz
7743,azz_noticiero-27-06-2022_1288690.0-1290080.0,1 s,azz
7744,azz_noticiero-27-06-2022_1290080.0-1291060.0,0 s,azz
7745,azz_noticiero-27-06-2022_1291610.0-1293160.0,1 s,azz
7746,azz_noticiero-27-06-2022_1293160.0-1294370.0,1 s,azz
7747,azz_noticiero-27-06-2022_1294370.0-1295460.0,1 s,azz
7748,azz_noticiero-27-06-2022_1299420.0-1300440.0,1 s,azz
7749,azz_noticiero-27-06-2022_1300440.0-1301660.0,1 s,azz
7750,azz_noticiero-27-06-2022_1301660.0-1303060.0,1 s,azz
7751,azz_noticiero-27-06-2022_1303060.0-1304620.0,1 s,azz
7752,azz_noticiero-27-06-2022_1305140.0-1306600.0,1 s,azz
7753,azz_noticiero-27-06-2022_1306600.0-1309140.0,2 s,azz
7754,azz_noticiero-27-06-2022_1309140.0-1310280.0,1 s,azz
7755,azz_noticiero-27-06-2022_1310280.0-1312520.0,2 s,azz
7756,azz_noticiero-27-06-2022_1312520.0-1313960.0,1 s,azz
7757,azz_noticiero-27-06-2022_1313960.0-1315020.0,1 s,azz
7758,azz_noticiero-27-06-2022_1315020.0-1316160.0,1 s,azz
7759,azz_noticiero-27-06-2022_1316160.0-1318480.0,2 s,azz
7760,azz_noticiero-27-06-2022_1322110.0-1324860.0,2 s,azz
7761,azz_noticiero-27-06-2022_1324860.0-1326340.0,1 s,azz
7762,azz_noticiero-27-06-2022_1326340.0-1330070.0,3 s,azz
7763,azz_noticiero-27-06-2022_1330070.0-1330820.0,0 s,azz
7764,azz_noticiero-27-06-2022_1331340.0-1333390.0,2 s,azz
7765,azz_noticiero-27-06-2022_1333390.0-1334560.0,1 s,azz
7766,azz_noticiero-27-06-2022_1334560.0-1335910.0,1 s,azz
7767,azz_noticiero-27-06-2022_1336450.0-1337720.0,1 s,azz
7768,azz_noticiero-27-06-2022_1340860.0-1342130.0,1 s,azz
7769,azz_noticiero-27-06-2022_1342130.0-1344040.0,1 s,azz
7770,azz_noticiero-27-06-2022_1344570.0-1346090.0,1 s,azz
7771,azz_noticiero-27-06-2022_1346090.0-1348220.0,2 s,azz
7772,azz_noticiero-27-06-2022_1348220.0-1350080.0,1 s,azz
7773,azz_noticiero-27-06-2022_1350080.0-1352920.0,2 s,azz
7774,azz_noticiero-27-06-2022_143480.0-146250.0,2 s,azz
7775,azz_noticiero-27-06-2022_146250.0-146840.0,0 s,azz
7776,azz_noticiero-27-06-2022_146840.0-148800.0,1 s,azz
7777,azz_noticiero-27-06-2022_148800.0-149630.0,0 s,azz
7778,azz_noticiero-27-06-2022_149630.0-150330.0,0 s,azz
7779,azz_noticiero-27-06-2022_150330.0-152120.0,1 s,azz
7780,azz_noticiero-27-06-2022_152120.0-152960.0,0 s,azz
7781,azz_noticiero-27-06-2022_152960.0-154110.0,1 s,azz
7782,azz_noticiero-27-06-2022_154110.0-155270.0,1 s,azz
7783,azz_noticiero-27-06-2022_155270.0-157460.0,2 s,azz
7784,azz_noticiero-27-06-2022_157460.0-160200.0,2 s,azz
7785,azz_noticiero-27-06-2022_160200.0-160710.0,0 s,azz
7786,azz_noticiero-27-06-2022_160710.0-162700.0,1 s,azz
7787,azz_noticiero-27-06-2022_162700.0-164210.0,1 s,azz
7788,azz_noticiero-27-06-2022_164210.0-165540.0,1 s,azz
7789,azz_noticiero-27-06-2022_16480.0-33620.0,17 s,azz
7790,azz_noticiero-27-06-2022_242420.0-243840.0,1 s,azz
7791,azz_noticiero-27-06-2022_243840.0-244560.0,0 s,azz
7792,azz_noticiero-27-06-2022_246030.0-246880.0,0 s,azz
7793,azz_noticiero-27-06-2022_246880.0-248000.0,1 s,azz
7794,azz_noticiero-27-06-2022_249670.0-250260.0,0 s,azz
7795,azz_noticiero-27-06-2022_250260.0-252420.0,2 s,azz
7796,azz_noticiero-27-06-2022_252420.0-252920.0,0 s,azz
7797,azz_noticiero-27-06-2022_252920.0-253850.0,0 s,azz
7798,azz_noticiero-27-06-2022_253850.0-254900.0,1 s,azz
7799,azz_noticiero-27-06-2022_254900.0-259420.00000000003,4 s,azz
7800,azz_noticiero-27-06-2022_259420.00000000003-261560.0,2 s,azz
7801,azz_noticiero-27-06-2022_261560.0-263600.0,2 s,azz
7802,azz_noticiero-27-06-2022_263600.0-265210.0,1 s,azz
7803,azz_noticiero-27-06-2022_275230.0-277580.0,2 s,azz
7804,azz_noticiero-27-06-2022_277580.0-278350.0,0 s,azz
7805,azz_noticiero-27-06-2022_278350.0-278880.0,0 s,azz
7806,azz_noticiero-27-06-2022_278880.0-280930.0,2 s,azz
7807,azz_noticiero-27-06-2022_280930.0-282600.0,1 s,azz
7808,azz_noticiero-27-06-2022_282600.0-283440.0,0 s,azz
7809,azz_noticiero-27-06-2022_283980.0-284520.0,0 s,azz
7810,azz_noticiero-27-06-2022_284520.0-285570.0,1 s,azz
7811,azz_noticiero-27-06-2022_285570.0-291820.0,6 s,azz
7812,azz_noticiero-27-06-2022_293510.0-295110.0,1 s,azz
7813,azz_noticiero-27-06-2022_295110.0-296780.0,1 s,azz
7814,azz_noticiero-27-06-2022_296780.0-297870.0,1 s,azz
7815,azz_noticiero-27-06-2022_297870.0-298820.0,0 s,azz
7816,azz_noticiero-27-06-2022_298820.0-299350.0,0 s,azz
7817,azz_noticiero-27-06-2022_299350.0-300680.0,1 s,azz
7818,azz_noticiero-27-06-2022_301190.0-303260.0,2 s,azz
7819,azz_noticiero-27-06-2022_303260.0-304330.0,1 s,azz
7820,azz_noticiero-27-06-2022_304330.0-307280.0,2 s,azz
7821,azz_noticiero-27-06-2022_307280.0-307820.0,0 s,azz
7822,azz_noticiero-27-06-2022_307820.0-308600.0,0 s,azz
7823,azz_noticiero-27-06-2022_308600.0-309960.0,1 s,azz
7824,azz_noticiero-27-06-2022_309960.0-310850.0,0 s,azz
7825,azz_noticiero-27-06-2022_310850.0-312000.0,1 s,azz
7826,azz_noticiero-27-06-2022_312000.0-312660.0,0 s,azz
7827,azz_noticiero-27-06-2022_312660.0-313970.0,1 s,azz
7828,azz_noticiero-27-06-2022_313970.0-314680.0,0 s,azz
7829,azz_noticiero-27-06-2022_314680.0-315410.0,0 s,azz
7830,azz_noticiero-27-06-2022_315410.0-316160.0,0 s,azz
7831,azz_noticiero-27-06-2022_316160.0-316950.0,0 s,azz
7832,azz_noticiero-27-06-2022_316950.0-317830.0,0 s,azz
7833,azz_noticiero-27-06-2022_408370.0-409580.0,1 s,azz
7834,azz_noticiero-27-06-2022_409580.0-410870.0,1 s,azz
7835,azz_noticiero-27-06-2022_410870.0-412030.0,1 s,azz
7836,azz_noticiero-27-06-2022_412030.0-413200.0,1 s,azz
7837,azz_noticiero-27-06-2022_413200.0-414040.0,0 s,azz
7838,azz_noticiero-27-06-2022_414040.0-414780.0,0 s,azz
7839,azz_noticiero-27-06-2022_415320.0-418970.0,3 s,azz
7840,azz_noticiero-27-06-2022_418970.0-420270.0,1 s,azz
7841,azz_noticiero-27-06-2022_420270.0-422480.0,2 s,azz
7842,azz_noticiero-27-06-2022_422480.0-424410.0,1 s,azz
7843,azz_noticiero-27-06-2022_424410.0-425750.0,1 s,azz
7844,azz_noticiero-27-06-2022_425750.0-427270.0,1 s,azz
7845,azz_noticiero-27-06-2022_427270.0-428310.0,1 s,azz
7846,azz_noticiero-27-06-2022_428310.0-428980.0,0 s,azz
7847,azz_noticiero-27-06-2022_428980.0-429520.0,0 s,azz
7848,azz_noticiero-27-06-2022_429520.0-431410.0,1 s,azz
7849,azz_noticiero-27-06-2022_431410.0-433270.0,1 s,azz
7850,azz_noticiero-27-06-2022_433270.0-435220.0,1 s,azz
7851,azz_noticiero-27-06-2022_435890.0-437280.0,1 s,azz
7852,azz_noticiero-27-06-2022_437280.0-438330.0,1 s,azz
7853,azz_noticiero-27-06-2022_438330.0-440090.0,1 s,azz
7854,azz_noticiero-27-06-2022_440090.0-440600.0,0 s,azz
7855,azz_noticiero-27-06-2022_440600.0-442690.0,2 s,azz
7856,azz_noticiero-27-06-2022_442690.0-444710.0,2 s,azz
7857,azz_noticiero-27-06-2022_445700.0-447340.0,1 s,azz
7858,azz_noticiero-27-06-2022_447940.0-449580.0,1 s,azz
7859,azz_noticiero-27-06-2022_449580.0-450180.0,0 s,azz
7860,azz_noticiero-27-06-2022_450800.0-452580.0,1 s,azz
7861,azz_noticiero-27-06-2022_453140.0-454180.0,1 s,azz
7862,azz_noticiero-27-06-2022_455910.0-457070.0,1 s,azz
7863,azz_noticiero-27-06-2022_457070.0-458940.0,1 s,azz
7864,azz_noticiero-27-06-2022_458940.0-461570.0,2 s,azz
7865,azz_noticiero-27-06-2022_461570.0-462640.0,1 s,azz
7866,azz_noticiero-27-06-2022_462640.0-464000.0,1 s,azz
7867,azz_noticiero-27-06-2022_464000.0-466900.0,2 s,azz
7868,azz_noticiero-27-06-2022_467550.0-470210.0,2 s,azz
7869,azz_noticiero-27-06-2022_470210.0-471150.0,0 s,azz
7870,azz_noticiero-27-06-2022_471150.0-471780.0,0 s,azz
7871,azz_noticiero-27-06-2022_471780.0-472320.0,0 s,azz
7872,azz_noticiero-27-06-2022_472320.0-473590.0,1 s,azz
7873,azz_noticiero-27-06-2022_473590.0-476110.0,2 s,azz
7874,azz_noticiero-27-06-2022_476110.0-479570.0,3 s,azz
7875,azz_noticiero-27-06-2022_479570.0-480350.0,0 s,azz
7876,azz_noticiero-27-06-2022_480860.0-482210.0,1 s,azz
7877,azz_noticiero-27-06-2022_482210.0-483470.0,1 s,azz
7878,azz_noticiero-27-06-2022_484040.0-485400.0,1 s,azz
7879,azz_noticiero-27-06-2022_485400.0-486410.0,1 s,azz
7880,azz_noticiero-27-06-2022_486940.0-488570.0,1 s,azz
7881,azz_noticiero-27-06-2022_488570.0-489850.0,1 s,azz
7882,azz_noticiero-27-06-2022_489850.0-490660.0,0 s,azz
7883,azz_noticiero-27-06-2022_491170.0-492270.0,1 s,azz
7884,azz_noticiero-27-06-2022_492270.0-494460.0,2 s,azz
7885,azz_noticiero-27-06-2022_494460.0-497660.0,3 s,azz
7886,azz_noticiero-27-06-2022_497660.0-498800.0,1 s,azz
7887,azz_noticiero-27-06-2022_498800.0-499860.0,1 s,azz
7888,azz_noticiero-27-06-2022_499860.0-501100.0,1 s,azz
7889,azz_noticiero-27-06-2022_501100.0-502790.0,1 s,azz
7890,azz_noticiero-27-06-2022_502790.0-504360.0,1 s,azz
7891,azz_noticiero-27-06-2022_505020.0-506630.0,1 s,azz
7892,azz_noticiero-27-06-2022_506630.0-507950.0,1 s,azz
7893,azz_noticiero-27-06-2022_507950.0-508530.0,0 s,azz
7894,azz_noticiero-27-06-2022_509140.0-510270.0,1 s,azz
7895,azz_noticiero-27-06-2022_510270.0-511380.0,1 s,azz
7896,azz_noticiero-27-06-2022_511380.0-512719.00000000006,1 s,azz
7897,azz_noticiero-27-06-2022_513229.00000000006-515409.0,2 s,azz
7898,azz_noticiero-27-06-2022_516710.00000000006-518190.00000000006,1 s,azz
7899,azz_noticiero-27-06-2022_518190.00000000006-519450.00000000006,1 s,azz
7900,azz_noticiero-27-06-2022_519960.00000000006-520570.00000000006,0 s,azz
7901,azz_noticiero-27-06-2022_520570.00000000006-521200.00000000006,0 s,azz
7902,azz_noticiero-27-06-2022_521200.00000000006-522919.0,1 s,azz
7903,azz_noticiero-27-06-2022_523429.99999999994-525510.0,2 s,azz
7904,azz_noticiero-27-06-2022_525510.0-527340.0,1 s,azz
7905,azz_noticiero-27-06-2022_528170.0-530570.0,2 s,azz
7906,azz_noticiero-27-06-2022_530570.0-531940.0,1 s,azz
7907,azz_noticiero-27-06-2022_531940.0-535350.0,3 s,azz
7908,azz_noticiero-27-06-2022_535350.0-537350.0,2 s,azz
7909,azz_noticiero-27-06-2022_537350.0-538880.0,1 s,azz
7910,azz_noticiero-27-06-2022_538880.0-539830.0,0 s,azz
7911,azz_noticiero-27-06-2022_539830.0-541220.0,1 s,azz
7912,azz_noticiero-27-06-2022_541220.0-542840.0,1 s,azz
7913,azz_noticiero-27-06-2022_542840.0-544500.0,1 s,azz
7914,azz_noticiero-27-06-2022_544500.0-545680.0,1 s,azz
7915,azz_noticiero-27-06-2022_545680.0-546290.0,0 s,azz
7916,azz_noticiero-27-06-2022_546290.0-547180.0,0 s,azz
7917,azz_noticiero-27-06-2022_547860.0-549280.0,1 s,azz
7918,azz_noticiero-27-06-2022_549280.0-551470.0,2 s,azz
7919,azz_noticiero-27-06-2022_551470.0-552620.0,1 s,azz
7920,azz_noticiero-27-06-2022_552620.0-554430.0,1 s,azz
7921,azz_noticiero-27-06-2022_554430.0-555050.0,0 s,azz
7922,azz_noticiero-27-06-2022_555050.0-556510.0,1 s,azz
7923,azz_noticiero-27-06-2022_904100.0-906190.0,2 s,azz
7924,azz_noticiero-27-06-2022_906730.0-908170.0,1 s,azz
7925,azz_noticiero-27-06-2022_908170.0-908930.0,0 s,azz
7926,azz_noticiero-27-06-2022_909850.0-910680.0,0 s,azz
7927,azz_noticiero-27-06-2022_910680.0-911540.0,0 s,azz
7928,azz_noticiero-27-06-2022_911540.0-912540.0,1 s,azz
7929,azz_noticiero-27-06-2022_913060.0-914360.0,1 s,azz
7930,azz_noticiero-27-06-2022_914360.0-915720.0,1 s,azz
7931,azz_noticiero-27-06-2022_915720.0-916900.0,1 s,azz
7932,azz_noticiero-27-06-2022_919860.0-921780.0,1 s,azz
7933,azz_noticiero-27-06-2022_921780.0-922830.0,1 s,azz
7934,azz_noticiero-27-06-2022_922830.0-923690.0,0 s,azz
7935,azz_noticiero-27-06-2022_924950.0-926380.0,1 s,azz
7936,azz_noticiero-27-06-2022_929640.0-930710.0,1 s,azz
7937,azz_noticiero-27-06-2022_930710.0-931960.0,1 s,azz
7938,azz_noticiero-27-06-2022_931960.0-932530.0,0 s,azz
7939,azz_noticiero-27-06-2022_933050.0-935040.0,1 s,azz
7940,azz_noticiero-27-06-2022_935040.0-935840.0,0 s,azz
7941,azz_noticiero-27-06-2022_935840.0-936950.0,1 s,azz
7942,azz_noticiero-27-06-2022_936950.0-938010.0,1 s,azz
7943,azz_noticiero-27-06-2022_938010.0-939480.0,1 s,azz
7944,azz_noticiero-27-06-2022_940100.0-941330.0,1 s,azz
7945,azz_noticiero-27-06-2022_941330.0-942340.0,1 s,azz
7946,azz_noticiero-27-06-2022_942340.0-943350.0,1 s,azz
7947,azz_noticiero-27-06-2022_943350.0-944470.0,1 s,azz
7948,azz_noticiero-27-06-2022_944470.0-946470.0,2 s,azz
7949,azz_noticiero-27-06-2022_946470.0-947640.0,1 s,azz
7950,azz_noticiero-27-06-2022_947640.0-948820.0,1 s,azz
7951,azz_noticiero-27-06-2022_948820.0-950030.0,1 s,azz
7952,azz_noticiero-27-06-2022_950030.0-951400.0,1 s,azz
7953,azz_noticiero-27-06-2022_951400.0-952340.0,0 s,azz
7954,azz_noticiero-27-06-2022_952340.0-952860.0,0 s,azz
7955,azz_noticiero-27-06-2022_952860.0-954780.0,1 s,azz
7956,azz_noticiero-27-06-2022_954780.0-956230.0,1 s,azz
7957,azz_noticiero-27-06-2022_957080.0-958270.0,1 s,azz
7958,azz_noticiero-27-06-2022_958270.0-959800.0,1 s,azz
7959,azz_noticiero-27-06-2022_959800.0-962580.0,2 s,azz
7960,azz_noticiero-27-06-2022_962580.0-964010.0,1 s,azz
7961,azz_noticiero-27-06-2022_964520.0-966180.0,1 s,azz
7962,azz_noticiero-27-06-2022_966180.0-968250.0,2 s,azz
7963,azz_noticiero-27-06-2022_968250.0-969360.0,1 s,azz
7964,azz_noticiero-27-06-2022_969360.0-970050.0,0 s,azz
7965,azz_noticiero-27-06-2022_974440.0-975670.0,1 s,azz
7966,azz_noticiero-27-06-2022_975670.0-976950.0,1 s,azz
7967,azz_noticiero-27-06-2022_976950.0-978060.0,1 s,azz
7968,azz_noticiero-27-06-2022_978060.0-979280.0,1 s,azz
7969,azz_noticiero-27-06-2022_979280.0-979960.0,0 s,azz
7970,azz_noticiero-27-06-2022_981140.0-982330.0,1 s,azz
7971,azz_noticiero-27-06-2022_982330.0-984550.0,2 s,azz
7972,azz_noticiero-27-06-2022_984550.0-985550.0,1 s,azz
7973,azz_noticiero-27-06-2022_985550.0-986980.0,1 s,azz
7974,azz_noticiero-27-06-2022_986980.0-988000.0,1 s,azz
7975,azz_noticiero-27-06-2022_988000.0-989180.0,1 s,azz
7976,azz_noticiero-27-06-2022_989760.0-991530.0,1 s,azz
7977,azz_noticiero-27-06-2022_992280.0-993290.0,1 s,azz
7978,azz_noticiero-27-06-2022_993290.0-994150.0,0 s,azz
7979,azz_noticiero-27-06-2022_994150.0-995690.0,1 s,azz
7980,azz_noticiero-28-03-2022_101930.0-104810.0,2 s,azz
7981,azz_noticiero-28-03-2022_104810.0-107030.0,2 s,azz
7982,azz_noticiero-28-03-2022_107030.0-108900.0,1 s,azz
7983,azz_noticiero-28-03-2022_108900.0-111100.0,2 s,azz
7984,azz_noticiero-28-03-2022_111100.0-112890.0,1 s,azz
7985,azz_noticiero-28-03-2022_112890.0-114450.0,1 s,azz
7986,azz_noticiero-28-03-2022_114450.0-115730.0,1 s,azz
7987,azz_noticiero-28-03-2022_1148470.0-1149850.0,1 s,azz
7988,azz_noticiero-28-03-2022_1149850.0-1151330.0,1 s,azz
7989,azz_noticiero-28-03-2022_1151330.0-1154490.0,3 s,azz
7990,azz_noticiero-28-03-2022_1154490.0-1155560.0,1 s,azz
7991,azz_noticiero-28-03-2022_1155560.0-1157760.0,2 s,azz
7992,azz_noticiero-28-03-2022_115730.0-120480.0,4 s,azz
7993,azz_noticiero-28-03-2022_1157760.0-1158930.0,1 s,azz
7994,azz_noticiero-28-03-2022_1159440.0-1160880.0,1 s,azz
7995,azz_noticiero-28-03-2022_1160880.0-1162600.0,1 s,azz
7996,azz_noticiero-28-03-2022_1162600.0-1164620.0,2 s,azz
7997,azz_noticiero-28-03-2022_1164620.0-1166020.0,1 s,azz
7998,azz_noticiero-28-03-2022_1166020.0-1168950.0,2 s,azz
7999,azz_noticiero-28-03-2022_1168950.0-1171050.0,2 s,azz
8000,azz_noticiero-28-03-2022_1171050.0-1172570.0,1 s,azz
8001,azz_noticiero-28-03-2022_1172570.0-1173470.0,0 s,azz
8002,azz_noticiero-28-03-2022_1174020.0-1175150.0,1 s,azz
8003,azz_noticiero-28-03-2022_1175150.0-1177130.0,1 s,azz
8004,azz_noticiero-28-03-2022_1177130.0-1179640.0,2 s,azz
8005,azz_noticiero-28-03-2022_1179640.0-1180740.0,1 s,azz
8006,azz_noticiero-28-03-2022_1181840.0-1183210.0,1 s,azz
8007,azz_noticiero-28-03-2022_1183210.0-1185860.0,2 s,azz
8008,azz_noticiero-28-03-2022_1185860.0-1187070.0,1 s,azz
